Collective	Pathway	KO	Abbrev.	Gene_description
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K00494	luxA	 alkanal monooxygenase alpha chain [EC:1.14.14.3]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K15854	luxB	 alkanal monooxygenase beta chain [EC:1.14.14.3]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K03400	luxC	 long-chain-fatty-acyl-CoA reductase [EC:1.2.1.50]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K15853	luxD	 acyl transferase [EC:2.3.1.-]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K06046	luxE	 long-chain-fatty-acid---luciferin-component ligase [EC:6.2.1.19]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20256	luxG	 flavin reductase [EC:1.-.-.-]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K13060	lasI	 acyl homoserine lactone synthase [EC:2.3.1.184]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18304	lasR	 LuxR family transcriptional regulator, quorum-sensing system regulator LasR
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01657	trpE	 anthranilate synthase component I [EC:4.1.3.27]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01658	trpG	 anthranilate synthase component II [EC:4.1.3.27]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18000	pqsA	 anthranilate-CoA ligase [EC:6.2.1.32]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18001	pqsB	 2-heptyl-4(1H)-quinolone synthase subunit PqsB [EC:2.3.1.230]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18002	pqsC	 2-heptyl-4(1H)-quinolone synthase subunit PqsC [EC:2.3.1.230]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18003	pqsD	 anthraniloyl-CoA anthraniloyltransferase [EC:2.3.1.262]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20257	pqsE	 2-aminobenzoylacetyl-CoA thioesterase [EC:3.1.2.32]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K17940	pqsH	 2-heptyl-3-hydroxy-4(1H)-quinolone synthase [EC:1.14.13.182]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K19735	mvfR, pqsR	 LysR family transcriptional regulator, quorum-sensing system regulator MvfR
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K13061	rhlI, phzI, solI, cepI, tofI	 acyl homoserine lactone synthase [EC:2.3.1.184]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18099	rhlR, phzR	 LuxR family transcriptional regulator, quorum-sensing system regulator RhlR
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18100	rhlA	 rhamnosyltransferase subunit A [EC:2.4.1.-]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18101	rhlB	 rhamnosyltransferase subunit B [EC:2.4.1.-]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K12990	rfbF, rhlC	 rhamnosyltransferase [EC:2.4.1.-]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K08642	lasA	 LasA protease [EC:3.4.24.-]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01399	lasB	 pseudolysin [EC:3.4.24.26]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20258	lecA	 PA-I galactophilic lectin
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20259	lecB	 PA-IIL fucose-binding lectin
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20260	phzA_B	 phenazine biosynthesis protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01626	E2.5.1.54, aroF, aroG, aroH	 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20261	phzD	 trans-2,3-dihydro-3-hydroxyanthranilic acid synthase [EC:3.3.2.15]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K13063	phzE	 2-amino-4-deoxychorismate synthase [EC:2.6.1.86]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K06998	phzF	 trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20262	phzG	 dihydrophenazinedicarboxylate synthase [EC:1.10.3.16]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K07645	qseC	 two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K07666	qseB	 two-component system, OmpR family, response regulator QseB
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K07711	glrK, qseE	 two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K07715	glrR, qseF	 two-component system, NtrC family, response regulator GlrR
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K02403	flhD	 flagellar transcriptional activator FlhD
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K02402	flhC	 flagellar transcriptional activator FlhC
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K11006	stxA	 shiga toxin subunit A
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K11007	stxB	 shiga toxin subunit B
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K12789	tccP	 Tir-cytoskeleton coupling protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K07667	kdpE	 two-component system, OmpR family, KDP operon response regulator KdpE
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20263	fusK	 two-component system, NarL family, sensor histidine kinase FusK [EC:2.7.13.3]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20264	fusR	 two-component system, NarL family, response regulator FusR
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20552	ler	 transcriptional regulator of LEE operons
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K07782	sdiA	 LuxR family transcriptional regulator, quorum-sensing system regulator SdiA
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01580	E4.1.1.15, gadB, gadA, GAD	 glutamate decarboxylase [EC:4.1.1.15]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20265	gadC	 glutamate:GABA antiporter
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10555	lsrB	 AI-2 transport system substrate-binding protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10556	lsrC	 AI-2 transport system permease protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10557	lsrD	 AI-2 transport system permease protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10558	lsrA, ego	 AI-2 transport system ATP-binding protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K11216	lsrK	 autoinducer-2 kinase [EC:2.7.1.189]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K11531	lsrR	 lsr operon transcriptional repressor
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K08321	lsrF	 3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase [EC:2.3.1.245]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K11530	lsrG	 (4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18096	bjaI, rpaI, braI, rhiI	 acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18098	bjaR1, rpaR, rhiR	 LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20248	cinI	 acyl homoserine lactone synthase [EC:2.3.1.184]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20252	cinR	 LuxR family transcriptional regulator, quorum-sensing system regulator CinR
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20253	bisR	 LuxR family transcriptional regulator, quorum-sensing system regulator BisR
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K22955	traI, avsI	 acyl homoserine lactone synthase [EC:2.3.1.184]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K19732	traR	 LuxR family transcriptional regulator, activator of conjugal transfer of Ti plasmids
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20527	trbB	 type IV secretion system protein TrbB [EC:7.4.2.8]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20528	trbC	 type IV secretion system protein TrbC
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20529	trbD	 type IV secretion system protein TrbD
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20530	trbE	 type IV secretion system protein TrbE [EC:7.4.2.8]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20266	trbJ	 type IV secretion system protein TrbJ
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20555	trbK	 type IV secretion system protein TrbK
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K07344	trbL	 type IV secretion system protein TrbL
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20531	trbF	 type IV secretion system protein TrbF
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20532	trbG	 type IV secretion system protein TrbG
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20267	trbH	 type IV secretion system protein TrbH
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20533	trbI	 type IV secretion system protein TrbI
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20249	raiI	 acyl homoserine lactone synthase [EC:2.3.1.184]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K19733	sinR, raiR, avsR	 LuxR family transcriptional regulator, quorum-sensing system regulator SinR
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20268	rhiA	 rhizosphere induced protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20269	rhiB	 rhizosphere induced protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20270	rhiC	 rhizosphere induced protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20271	accR	 DeoR family transcriptional regulator, repressor of opine catabolism and conjugal transfer
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20272	traM	 TraR antiactivator
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01999	livK	 branched-chain amino acid transport system substrate-binding protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01997	livH	 branched-chain amino acid transport system permease protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01998	livM	 branched-chain amino acid transport system permease protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01995	livG	 branched-chain amino acid transport system ATP-binding protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01996	livF	 branched-chain amino acid transport system ATP-binding protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20539	blcR	 IclR family transcriptional regulator, blcABC operon repressor
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K13075	ahlD, aiiA, attM, blcC	 N-acyl homoserine lactone hydrolase [EC:3.1.1.81]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K22956	expI, esaI	 acyl homoserine lactone synthase [EC:2.3.1.184]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K19734	expR	 LuxR family transcriptional regulator, quorum-sensing system regulator ExpR
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18316	cpmA, carA	 carbapenam-3-carboxylate synthase [EC:6.3.3.6]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18317	cpmB, carB	 carboxymethylproline synthase [EC:2.3.1.226]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18315	cpmC, carC	 (5R)-carbapenem-3-carboxylate synthase [EC:1.14.20.3]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18318	cpmD, carD	 carbapenem biosynthesis protein, putative proline dehydrogenase [EC:1.5.-.-]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K18319	cpmE, carE	 carbapenem biosynthesis protein CpmE
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01728	pel	 pectate lyase [EC:4.2.2.2]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K07781	rcsA	 LuxR family transcriptional regulator, capsular biosynthesis positive transcription factor
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K19666	solR, cepR, tofR	 LuxR family transcriptional regulator, quorum-sensing system regulator SolR
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20250	cciI	 acyl homoserine lactone synthase [EC:2.3.1.184]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K19731	cciR	 LuxR family transcriptional regulator, quorum-sensing system regulator CciR
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20540	cepR2	 LuxR family transcriptional regulator, quorum-sensing system regulator CepR2
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K13816	rpfF	 DSF synthase
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K14051	gmr	 c-di-GMP phosphodiesterase Gmr [EC:3.1.4.52]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20273	zmpA	 zinc metalloprotease ZmpA
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20274	zmpB	 zinc metalloprotease ZmpB
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20275	aidA	 nematocidal protein AidA
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20276	bapA	 large repetitive protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20277	bcl	 mannose-binding lectin
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01897	ACSL, fadD	 long-chain acyl-CoA synthetase [EC:6.2.1.3]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10715	rpfC	 two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K13815	rpfG	 two-component system, response regulator RpfG
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10914	crp	 CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K09823	zur	 Fur family transcriptional regulator, zinc uptake regulator
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20325	fhrR	 TetR/AcrR family transcriptional regulator, Clp-modulated transcription factor
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20326	xagA	 protein XagA
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20327	xagB	 glycosyltransferase XagB
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20328	xagC	 membrane protein XagC
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K01218	gmuG	 mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20329	qsmR	 IclR family transcriptional regulator, positive regulator for flagellar biogenesis
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K20330	toxJ	 LuxR family transcriptional regulator, activator of tox operons
